artist_name,track_name,release_date,lyrics,neg_sentiment,neu_sentiment,pos_sentiment,com_sentiment
modest mouse,convenient parking,1997,"Convenient Parking Lyrics[Verse 1]
Soon the chain reaction started in the parking lot
Waiting to bleed onto the big streets
That bleed out onto the highways
And off to others cities built to store and sell these rocks
Well, aren't you feeling real dirty sitting in the parking lot?
Waiting to bleed onto the big streets
That bleed out onto the highways
And off to other cities built to store and sell these rocks
Well, aren't you feeling real dirty sitting in the parking lot?
Waiting to bleed onto the big streets
That bleed out onto the highways
And off to other cities built to make and store these rocks
Well, aren't you feeling real dirty sitting in your car with nothing?
Waiting to bleed onto the big streets
That bleed out onto the highways
And off to other cities built to store and sell, there's nothing
[Chorus]
Convenient
Parking is way back, way back
Convenient (Convenient)
Parking is way back, way back (Park)
Convenient (Convenient)
Parking is way back, way back

[Verse 2]
Soon the chain reaction started in the parking lot
Waiting to bleed onto the big streets
That bleed out onto the highways
And off to others cities built to store and sell these rocks
Well, aren't you feeling real dirty sitting in the parking lot?
Waiting to bleed onto the big streets
That bleed out onto the highways
And off to other cities built to store these plastic rocks
Well, aren't you feeling real dirty sitting in your car with nothing?
Waiting to bleed onto the big streets
That bleed out onto the highways
And off to other cities built to make and store these rocks
Well, aren't you feeling real dirty sitting in your car with nothing?
Waiting to bleed onto the big streets
That bleed out onto the highways
And off to other cities built to store and sell, there's nothing
[Chorus]
Convenient
Parking is way back, way back
Convenient
Parking is way back, way back
Convenient
Parking is way back, way back

[Verse 3]
Soon the chain reaction started in the parking lot
Waiting to bleed onto the big streets
That bleed out onto the highways
And off to others cities built to store and sell these rocks
Well, aren't you feeling real dirty sitting in the parking lot?
Waiting to bleed onto the big streets
That bleed out onto the highways
And off to other cities built to store and sell these rocks
Well, aren't you feeling real dirty sitting in the parking lot?
Waiting to bleed onto the big streets
That bleed out onto the highways
And off to other cities2Embed",0.075,0.889,0.036,-0.9362
janet jackson,every time,1997,"Every Time Lyrics[Verse 1]
I'm afraid, I'm starting to feel
What I said I would not do
The last time really hurt me

[Pre-Chorus]
I'm scared to fall in love
Afraid to love so fast
'Cause every time I fall in love
It seems to never last
[Chorus]
But every time your love is near
And every time I'm filled with fear
'Cause every time I see your face
My heart does begin to race every time

[Verse 2]
One half wants me to go
Other half wants me to stay
I just get so all confused

[Pre-Chorus]
I'm scared to fall in love
Afraid to love so fast
'Cause every time I fall in love
It seems to never last

[Chorus]
But every time your love is near
And every time I'm filled with fear
'Cause every time
My heart does begin to race every time

[Pre-Chorus]
I'm scared to fall in love
Afraid to love so fast
'Cause every time I fall in love
It seems to never last
[Chorus]
But every time your love is near
And every time I'm filled with fear
'Cause every time I see your face
My heart does begin to race every time
It's every time
It's every time
'Cause every time your love is near
And every time I'm filled with fear
'Cause every time I see your face

[Outro]
Could it be that this will be the one that lasts?
The fear does start to erase every time
Oh could it be that this will be the one that lasts
For all my times, oh yeah, for all my times1Embed",0.101,0.664,0.235,0.9958
janet jackson,go deep,1997,"Go Deep Lyrics[Chorus]
We go deep and we don't get no sleep
'Cause we'll be up all night until the early light
We go deep and we don't get no sleep
'Cause we'll be up all night until the early light

[Verse 1]
I'm feelin' fine 'cause in time I'll be out tonight
I'm startin' now makin' sure I look fine tonight
Call René and Boo, gotta meet them soon
Tell T to call Shawn, I'll be there at one
When we show up
All the guys at the club wanna get our backs
We look good in black
[Chorus]
We go deep and we don't get no sleep
'Cause we'll be up all night until the early light
We go deep and we don't get no sleep
'Cause we'll be up all night until the early light

[Verse 2]
I'm feelin' high 'cause I'm outta control tonight
(Feelin' high, don't wanna stop)
He's got me movin', DJ groovin', and I feel way right
(Groovin' I don't wanna stop)
Oh, I'm gettin' freaked from behind
I don't even mind 'cause he's lookin' damn fine
I'll make him mine in time, gotta take him home
When I get him all alone
I'll make him scream and moan
He won't wanna stop

[Chorus]
We go deep and we don't get no sleep
'Cause we'll be up all night until the early light
We go deep and we don't get no sleep
'Cause we'll be up all night until the early light
We go deep and we don't get no sleep
'Cause we'll be up all night until the early light
We go deep and we don't get no sleep
'Cause we'll be up all night until the early light
[Bridge]
I'm feelin' high tonight
Out of control tonight
I'm feelin' high tonight
I feel high

[Chorus]
We go deep and we don't get no sleep
'Cause we'll be up all night until the early light
We go deep and we don't get no sleep
'Cause we'll be up all night until the early light
We go deep and we don't get no sleep
'Cause we'll be up all night until the early light
We go deep and we don't get no sleep
'Cause we'll be up all night until the early light
We go deep and we don't get no sleep
'Cause we'll be up all night until the early light
We go deep and we don't get no sleep
'Cause we'll be up all night until the early light
We go deep and we don't get no sleep
'Cause we'll be up all night until the early light
We go deep and we don't get no sleep
'Cause we'll be up all night until the early light

[Outro]
We go deep8Embed",0.025,0.88,0.095,0.9722
mary j. blige,i can love you,1997,"I Can Love You Lyrics[Chorus: Mary J. Blige]
I can love you (I can love you)
I can love you (I can love you)
I can love you better than she can
I can love you (I can love you)
I can love you (I can love you)
I can love you better than she can

[Verse 1: Mary J. Blige]
Sitting here, wondering why you don't love me
The way that I love you
And baby, have no fear 'cause I would never, ever hurt you
And you know my love is real, boy, I can
[Chorus: Mary J. Blige]
I can love you (I can, I can love you)
I can love you (Love you, I can love you)
I can love you better than she can
I can love you (I can love you)
I can love you (I can love you)
I can love you better than she can

[Verse 2: Mary J. Blige]
I know sometimes can get rough, but we'll make it
We'll make it through the storm
And I know I will try to make sure that you can trust me
And you know the reason why that I say

[Bridge: Mary J. Blige]
I can love you (I can love you) a little better than she can (Better)
Oh, oh, oh, oh
I know that you (I know that you)
Wish you could be my man (Wish that you could be my man)
'Cause I can love you better than she can

[Chorus: Mary J. Blige]
I can love you (Oh, I can love you)
I can love you (Oh, oh, oh, I can love you)
I can love you better than she can
I can love you (I, I can love you)
I can love you (Can love you, I can love you)
I can love you better than she can
[Verse 3: Lil' Kim & Mary J. Blige]
If I told you once, I told you twice
QB, throw the booty like a groupie for more ice
Armored truck heist, get the bonus like N'Bushe
In love with you since the days of ""Juicy""
Now I watch you play Columbo, Picasso
Tricks inside colossals, turn your castles to brothels, uh
Who you lovin'? Who you wanna be huggin'?
Dippin' on your ninja Honda with Tanisha and Rhonda, what?
You work more body than Jane Fonda (Uh-uh)
Physical fitness, Mary Blige be my witness
Under pressure, I lie for you, die for you
Ruger by the thigh for you, right hand high for you
Because of you, I'm inheritin' trillions
Buryin' billions, Bentley coupes millions (And no one can tell me who)
Playin' good Samaritan in the Sheraton
Crack the Dom P's and Remy's, you better hurry in

[Pre-Chorus: Mary J. Blige & Lil Kim]
Who's gonna make you feel the way I do? (Who gon' love you like I do? Huh? What? Who gon' treat you like I do? Huh? What? No one)
Nobody (Uh-huh, uh, nobody)
Nobody (Mary Blige, Lil' Kim, nobody)
Who's gonna make you feel the way I do? (Uh, the Queen Bees, uh, uh, that's me)
Nobody (That's right, the Mary J, Lil' K, nobody)
Nobody (No)
[Chorus: Mary J. Blige]
I can love you (I can)
I can love you (Love you)
I can love you better than she can (Oh, oh, oh)
I can love you (I can love you)
I can love you (Yeah)
I can love you better than she can (Yes, I can)
I can love you (I could)
I can love you (Love you)
I can love you better than she can
I can love you (I can love you)
I can love you (Who's gonna love you the way that I do?)
I can love you better than she can

[Outro]
Who's gonna make you feel the way I do? (Nobody, no)
Nobody
Nobody
Who's gonna make you feel the way I do?
Nobody
Nobody
I can love you
I can love, love you better than she could ever
I can love you
I can love you3Embed",0.02,0.584,0.396,0.9999
shania twain,"honey, i'm home",1997,"Honey, I’m Home Lyrics[Verse 1]
The car won't start, it's falling apart
I was late for work and the boss got smart
My pantyline shows, got a run in my hose
My hair went flat, man, I hate that (Hate that)
Oh, just when I thought things couldn't get worse
I realized I forgot my purse
With all this stress, I must confess
This could be worse than PMS
[Pre-Chorus]
This job ain't worth the pay
Can't wait until the end of the day
Hey honey, I'm on my way
Hey (Hey)
Hey (Hey)
Hey
[Chorus]
Honey, I'm home and I had a hard day
Pour me a cold one and oh, by the way
Rub my feet, give me something to eat
Fix me up my favorite treat
Honey, I'm back, my neck's killing me
I need to relax and watch TV
Get off the phone, give the dog a bone
Hey (Hey)
Hey
Honey, I'm home

[Verse 2]
I broke a nail opening the mail
I cursed out loud 'cause it hurt like hell
This job's a pain; it's so mundane
It sure don't stimulate my brain

[Pre-Chorus]
This job ain't worth the pay
Can't wait until the end of the day
Hey honey, I'm on my way
Hey (Hey)
Hey (Hey)
Hey, hey, hey
[Chorus]
Honey, I'm home and I had a hard day
Pour me a cold one and oh, by the way
Rub my feet, give me something to eat
Fix me up my favorite treat
Honey, I'm back, my neck's killing me
I need to relax and watch TV
Get off the phone, give the dog a bone
Hey (Hey)
Hey
Honey, I'm home

[Bridge]
Oh, rub my neck, will you?
Yeah, woo
Hey, hey, hey, hey, hey

[Chorus]
Honey, I'm home and I had a hard day
Pour me a cold one and oh, by the way
Rub my feet, give me something to eat
Fix me up my favorite treat
Honey, I'm back, my neck's killing me
I need to relax and watch TV
Get off the phone, give the dog a bone
Hey (Hey)
Hey
Honey, I'm home
[Outro]
Mmm, I'm home
Oh
Oh, that feels much better1Embed",0.117,0.776,0.106,-0.8314
the notorious b.i.g.,ten crack commandments,1997,"Ten Crack Commandments Lyrics[Chuck D]
1, 2, 3, 4, 5, 6, 7, 8, 9

[Intro]
It's the ten crack commandments, what?
Nigga can't tell me nothing about this coke
Can't tell me nothing about this crack, this weed, for my hustlin' niggas
Niggas on the corner I ain't forget you niggas, my triple beam niggas

[Verse]
I've been in this game for years, it made me a animal
There's rules to this shit, I wrote me a manual
A step-by-step booklet for you to get
Your game on track, not your wig pushed back
Rule Nombre Uno: never let no one know
How much dough you hold 'cause you know
The cheddar breed jealousy 'specially
If that man fucked up, get yo' ass stuck up
Number Two: never let 'em know your next move
Don't you know bad boys move in silence and violence?
Take it from your highness (Uh-huh)
I done squeezed mad clips at these cats for they bricks and chips
Number Three: never trust nobody
Your moms'll set that ass up, properly gassed up
Hoodied and masked up, shit, for that fast buck
She be laying in the bushes to light that ass up
Number Four: I know you heard this before
""Never get high on your own supply""
Number Five: never sell no crack where you rest at
I don't care if they want an ounce, tell 'em, ""Bounce!""
Number Six: that goddamn credit? Dead it
You think a crackhead paying you back? Shit, forget it
Seven: this rule is so underrated
Keep your family and business completely separated
Money and blood don't mix like two dicks and no bitch
Find yourself in serious shit
Number Eight: never keep no weight on you
Them cats that squeeze your guns can hold jums too
Number Nine shoulda been Number One to me:
If you ain't gettin' bagged, stay the fuck from police
If niggas think you snitchin', they ain't tryna listen
They be sittin' in your kitchen, waiting to start hittin'
Number Ten: a strong word called 'consignment'
Strictly for live men, not for freshmen
If you ain't got the clientele, say, ""Hell no!""
'Cause they gon' want they money rain, sleet, hail, snow
Follow these rules you'll have mad bread to break up
If not, twenty-four years on the wake up
Slug hit your temple, watch your frame shake up
Caretaker did your makeup, when you passed
Your girl fucked my man Jake up
Heard in three weeks, she sniffed a whole half a cake up
Heard she suck a good dick, and can hook a steak up
Gotta go, gotta go, more pies to bake up, word up (Uh)
[Outro]
Crack King, Frank Wiz-zhite

[Premier Scratching]
(1, 2, 3, 5, 6, 7, 8
1, 1, 2, 3, 4, 5
1, 1, 1, 1, 1, 2, 3, 4, 4, 5
1, 2, 3, 4, 5, 6, 7, 8, 9
10.......10)105Embed",0.167,0.763,0.07,-0.9966
creed,my own prison,1997,"My Own Prison Lyrics[Verse 1]
Court is in session
A verdict is in
No appeal on the docket today
Just my own sin
The walls are cold and pale
The cage made of steel
Screams fill the room
Alone I drop and kneel

[Verse 2]
Silence now the sound
My breath the only motion around
Demons cluttering around
My face showing no emotion
Shackled by my sentence
Expecting no return
Here there is no penance
My skin begins to burn
[Chorus: Scott Stapp, (Mark Tremoti)]
And I said ohhhhhhh
(So I held my head up high)
(Hiding hate that burns inside)
(Which only fuels their selfish pride)
And I said ohhhhhhh
(All held captive, out from the sun)
(A sun that shines on only some)
(We the meek are all in one)

[Verse 3]
I hear a thunder in the distance
See a vision of a cross
I feel the pain that was given
On that sad day of loss
A lion roars in the darkness
Only he holds the key
A light to free me from my burden
And grant me life eternally

[Pre-Chorus]
Should have been there
On a Sunday morning
Banging my head
No time for mourning
Ain't got no time
Should have been there
On a Sunday morning
Banging my head
No time for mourning
Ain't got no time
[Chorus: Scott Stapp, (Mark Tremoti)]
And I said ohhhhhhh
(So I held my head up high)
(Hiding hate that burns inside)
(Which only fuels their selfish pride)
And I said ohhhhhhh
(All held captive, out from the sun)
(A sun that shines on only some)
(We the meek are all in one)

[Bridge]
I cry out to God
Seeking only His decision
Gabriel stands and confirms
I've created my own prison
I cry out to God
Seeking only His decision
Gabriel stands and confirms
I've created my own prison

[Chorus: Scott Stapp, (Mark Tremoti)]
And I said ohhhhhhh
(So I held my head up high)
(Hiding hate that burns inside)
(Which only fuels their selfish pride)
And I said ohhhhhhh
(All held captive, out from the sun)
(A sun that shines on only some)
(We the meek are all in one)
[Chorus: Scott Stapp, (Mark Tremoti)]
And I said ohhhhhhh
(So I held my head up high)
(Hiding hate that burns inside)
(Which only fuels their selfish pride)
And I said ohhhhhhh
I created, I created
(All held captive, out from the sun)
I created, I created
(A sun that shines on only some)
I created my own prison
(We the meek are all in one)

[Outro]
Should have been there
On a Sunday morning
Banging my head
No time for mourning
Ain't got no time14Embed",0.191,0.727,0.082,-0.9959
days of the new,shelf in the room,1997,"Shelf in the Room Lyrics[Intro]
The key is so distant
I've opened doors
Know when to listen
Know what to listen for, yeah

[Chorus]
The shelf in the room
Has been the way
Of holding me
And letting me stay
[Verse 2]
Kick me out
Let me go (go)
I don't belong here no more
A releasing sense
Of getting tired
Hold myself
I can't hold myself

[Chorus]
The shelf in the room
Has been the way
Of holding me
And letting me stay
The shelf in the room
Has been so true
I can hide
In the shelf in the room

[Bridge]
Holding out (holding out)
Never hold in (never holding out)
Holding out (holding out, never hold)
Holding out (holding out)
Never hold in (never holding out)
Holding out (holding out, never hold)
[Verse 3]
Know when to listen
Know what to listen for
Believe in resistance
Don't let them tell you anymore
Is there anyway (no)
To get away? (no)
Ask myself
While I stay inside, yeah

[Chorus]
The shelf in the room
Has been the way
Of holding me
And letting me stay
The shelf in the room
Has been so true
I can hide
In the shelf in the room, yeah

[Interlude]

[Bridge]
Holding out (holding out)
Never hold in (never holding out)
Holding out (holding out, never hold)
Holding out (holding out)
Never hold in (never holding out)
Holding out (holding out, never hold)
(Holding out, never hold in)
(Holding out, never hold in)
Holding out, never hold
(Holding out, never hold in)
(Holding out, never hold in)
Holding out, never hold
[Outro]
The key is so distant
I've closed my doors
The shelf in the room
Is rain waiting to pourEmbed",0.021,0.927,0.052,0.8563
common,invocation,1997,"Invocation Lyrics[Produced by No I.D.]

[Verse]
Envisioning the hereafter, listening to Steve Wonder
On a quest for love like the Proceed drummer
I strike like lightning and don't need thunder
Inhale imagination and breathe wonder
That's your lady, I used to run up in her and chief weed from her
It's a cold world and niggas need summer
At times my going forward seems like retreat
As I rewrite rhyme after rhyme and throw away beats
Growing into my britches, outgrowing the streets
There's a thin line between war and peace, whores and jeeps
Ignore MCs like beeps, scribbling freedom on pages
My third eye is like pink eye, seen and contagious
Redeeming the ancients with ageless rhyme jargon
I feel Mexican, hip hop is my garden
Don't give a fuck where you charting, certain shit I can't honor
It ain't that you selling, it's your karma
Rappers I monitor like a chaperone, you large and haven't grown
Poetically perform live-bys, another rapper gone
The stage becomes a catacomb, I rap like a mummy
Not for the money, I could have sampled Diana Ross a long time ago
My mind of flow is like motor key 20
Youngblood said he had dimes, I prayed that he see twenty
Hollering at the brothers, either you gon' be a thug or a man
Flip drugs and get land
I can see my man was tired as he described how the bucks hit him
And said slugs was still stuck in him, when it rained, it fucked with him
This bucket interrupt wisdom and asked when my album was coming
I said it's here, it's here...10Embed",0.113,0.752,0.135,0.7115
sarah mclachlan,building a mystery,1997,"Building a Mystery Lyrics[Verse 1]
You come out at night
That's when the energy comes
And the dark side's light
And the vampires roam
You strut your rasta wear
And your suicide poem
And a cross from a faith
That died before Jesus came
You're building a mystery
[Verse 2]
You live in a church
Where you sleep with voodoo dolls
And you won't give up the search
For the ghosts in the halls
You wear sandals in the snow
And a smile that won't wash away
Can you look out the window
Without your shadow getting in the way?
Oh, you're so beautiful
With an edge and a charm
But so careful
When I'm in your arms

[Chorus]
'Cause you're working
Building a mystery
Holding on and holding it in
Yeah, you're working
Building a mystery
And choosing so carefully

[Verse 3]
You woke up screaming aloud
A prayer from your secret god
You feed off our fears
And hold back your tears
Oh, give us a tantrum
And a know-it-all grin
Just when we need one
When the evening's thin
[Bridge]
You're so beautiful
A beautiful fucked up man
You're setting up your
Razor wire shrine

[Chorus]
'Cause you're working
Building a mystery
Holding on and holding it in
Yeah you're working
Building a mystery
And choosing so carefully
Ooh, you're working
Building a mystery
Holding on and holding it in
Yeah you're working
Building a mystery
And choosing so carefully1Embed",0.084,0.761,0.156,0.9583
mariah carey,my all,1997,"My All Lyrics[Verse 1]
I am thinking of you
In my sleepless solitude tonight
If it's wrong to love you
Then my heart just won't let me be right
'Cause I've drowned in you
And I won't pull through
Without you by my side

[Chorus]
I'd give my all to have
Just one more night with you
I'd risk my life to feel
Your body next to mine
'Cause I can't go on
Living in the memory of our song
I'd give my all for your love tonight
[Verse 2]
Baby, can you feel me?
Imagining I'm looking in your eyes
I can see you clearly
Vividly emblazoned in my mind
And yet you're so far, like a distant star
I'm wishing on tonight

[Chorus]
I'd give my all to have
Just one more night with you
I'd risk my life to feel
Your body next to mine
'Cause I can't go on
Living in the memory of our song
I'd give my all for your love tonight

[Instrumental Break]

[Chorus]
I'd give my all to have
Just one more night with you
I'd risk my life to feel
Your body next to mine
'Cause I can't go on
Living in the memory of our song
I'd give my all for your love tonight
[Outro]
Give my all for your love
Tonight20Embed",0.052,0.819,0.128,0.9693
harvey danger,flagpole sitta,1997,"Flagpole Sitta Lyrics[Verse 1]
I had visions, I was in them
I was looking into the mirror
To see a little bit clearer
The rottenness and evil in me
Fingertips have memories
Mine can't forget the curves of your body
And when I feel a bit naughty
I run it up the flagpole and see
Who salutes, but no one ever does
[Chorus]
I'm not sick but I'm not well
And I'm so hot 'cause I'm in hell

[Verse 2]
Been around the world and found
That only stupid people are breeding
The cretins cloning and feeding
And I don't even own a TV
Put me in the hospital for nerves
And then they had to commit me
You told them all I was crazy
They cut off my legs
Now I'm an amputee, goddamn you

[Chorus]
I'm not sick but I'm not well
And I'm so hot 'cause I'm in hell
I'm not sick but I'm not well
And it's a sin to live so well

[Bridge]
I wanna publish 'zines
And rage against machines
I wanna pierce my tongue
It doesn't hurt, it feels fine
The trivial sublime
I'd like to turn off time
And kill my mind
You kill my mind
Mind
[Verse 3]
Paranoia, paranoia
Everybody's comin' to get me
Just say you never met me
I'm runnin' underground with the moles
Diggin' holes
Hear the voices in my head
I swear to God it sounds like they're snoring
But if you're bored then you're boring
The agony and the irony
They're killing me, whoa

[Chorus]
I'm not sick but I'm not well
And I'm so hot 'cause I'm in hell
I'm not sick but I'm not well
And it's a sin to live this well

[Outro]
One, two, three, four!17Embed",0.26,0.627,0.113,-0.9963
third eye blind,how's it going to be,1997,"How’s It Going to Be Lyrics[Verse 1: Stephan Jenkins]
I'm only pretty sure that I can't take anymore
Before you take a swing
I wonder what are we fighting for
When I say out loud
""I wanna get out of this""
I wonder is there anything
I'm gonna miss

[Chorus: Stephan Jenkins]
I wonder how it's going to be
When you don't know me
How's it going to be
When you're sure I'm not there?
How's it going to be
When there's no one there to talk to?
Between you and me
'Cause I don't care
How's it going to be?
How's it going to be?
[Verse 2: Stephan Jenkins]
Where we used to laugh
There's a shouting match
Sharp as a thumbnail scratch
A silence I can't ignore
Like the hammock by the
Doorway we spent time in, swings empty
Don't see lightning like last fall
When it was always about to hit me

[Chorus: Stephan Jenkins]
I wonder how's it going to be
When it goes down
How's it going to be
When you're not around?
How's it going to be
When you found out there was nothing
Between you and me?
'Cause I don't care
How's it going to be
How's it going to be

[Bridge: Stephan Jenkins]
And how's it going to be
When you don't know me anymore?
And how's it going to be?
Wanna get myself back in again
The soft dive of oblivion
I wanna taste the salt of your skin
The soft dive of oblivion (Oblivion)
[Outro: Stephan Jenkins]
How's it going to be?
When you don't know me anymore?
How's it going to be?
How's it going to be?10Embed",0.062,0.892,0.045,-0.4635
pavement,harness your hopes,1997,"Harness Your Hopes Lyrics[Verse 1]
Harness your hopes on just one person
Because you know a harness was only made for one
Don't telegraph your passes, you'll end up with molasses
Cauterized in syrup and syrup and molasses
And I'm checking out the asses, the assets that attract us
To anything that moves, we're deep inside the grooves
And it's time to shake the rations, 'cause someone's gonna cash in
The plot, it turns again, the reference starts at ten
[Verse 2]
Well, show me a word that rhymes with Pavement
And I won't kill your parents and roast them on a spit
And a-don't you try to etch it, or permanently sketch it
Or you're gonna catch a bad, bad cold
And the freaks have stormed the White House
I moved into a lighthouse
It's on a scenic quay, it's oh so far away
Far away from the beginning, the shroud is made of linen
The yearling took the purse, the goth kid has a hearse
[Chorus 1]
Heartbreaking, earthquaking, Kiwis, they are home baking
Minds wide open truly

[Verse 3]
Leisure, a leisure suit is nothing
It's nothing to be proud of in this late century
And I'm asking you to hold me just like the morning paper
Pinched between your pointer, your index and your thumb
It's a semi-automatic, believers are ecstatic
You see the way they cling, the cold metallic sting
And I'm living in a coma for Donna de Varona
The harness made of hopes, the lovers on the ropes

[Chorus 2]
Nun is to church as the parrot is to perch
And my heart's wide open truly17Embed",0.052,0.847,0.101,0.9311
fuel,shimmer,1997,"Shimmer Lyrics[Verse 1]
She calls me from the cold
Just when I was low, feeling short of stable
And all that she intends
And all she keeps inside, isn't on the label
She says she's ashamed
Can she take me for a while?
And can I be a friend?
We'll forget the past
Or maybe I'm not able
And I break at the bend
[Chorus]
We're here and now
Will we ever be again?
'Cause I have found
All that shimmers in this world is sure to fade
Away again

[Verse 2]
She dreams a champagne dream
Strawberry surprise, pink linen and white paper
Lavender and cream
Fields of butterflies, reality escapes her
She says that love is for fools who fall behind
And I'm somewhere between
I never really know
A killer from a savior
'Til I break at the bend

[Chorus]
We're here and now
Will we ever be again?
'Cause I have found
All that shimmers in this world is sure to fade
Away again

[Refrain 1]
It's too far away for me to hold
It's too far away
It's too far away for me to hold
It's too far away
Ah oh
[Refrain 2]
Yeah, it's too far away for me to hold
It's too far away
Ah ah oh
It's too far away for me to hold
It's too far away
It's too far away for me to hold
It's too far away
Ah ah oh
It's too far away for me to hold
It's too far away

[Outro]
Guess I'll let it go4Embed",0.052,0.845,0.103,0.8884
days of the new,"touch, peel and stand",1997,"Touch, Peel and Stand LyricsSince I know how low to go
I won't let it show
Won't you touch me touch me
I won't let it go

And now I stand
And I peel for more
Won't you touch me touch me
I won't let it go

Yes I've finally found a reason
I don't need an excuse
I've got this time on my hands
You are the one to abuse
Yes I've finally found a reason
I don't need an excuse
I've got this time on my hands
You are the one to abuse
One to abuse

You're always talking back to me
You won't let it be
Won't you touch me, touch me
It never bothered you before

Now I stand
And I peel for more
Won't you touch me, touch me
I won't let it go

Yes I've finally found a reason
I don't need an excuse
I've got this time on my hands
You are the one to abuse

Yes I've finally found a reason
I don't need an excuse
I've got this time on my hands
You are the one to abuse
One to abuse
Oh
Yeah, yeah
Oh
Yeah, yeah, yeah

Mmm, now

Yes I've finally found a reason
I don't need an excuse
I've got this time on my hands
You are the one to abuse

Yes I've finally found a reason
I don't need an excuse
I've got this time on my hands
You are the one to abuse

Yes I've finally found a reason
I don't need an excuse
I've got this time on my hands
Mmmm

I've got this time on my hands
I've got this time on my hands
I've got this
You are the one to abuse
I've got this time on my hands
I've got this, I've got this
I've got this time on my hands
I've got this
You are the one to abuse
One to abuse
You're the one to abuse

Oh
Yeah, yeah
Oh
Yeah, yeah, yeah1Embed",0.154,0.744,0.102,-0.9761
yo la tengo,autumn sweater,1997,"Autumn Sweater Lyrics[Verse 1]
When I heard the knock on the door
I couldn't catch my breath
Is it too late to call this off?

[Chorus]
We could slip away
Wouldn't that be better?
Me with nothing to say
And you in your autumn sweater
[Verse 2]
I tried my best to hide
In a crowded room, it's nearly possible
I wait for you, oh, most patiently

[Chorus]
We could slip away
Wouldn't that be better?
Me with nothing to say
And you in your autumn sweater

[Verse 3]
So I looked for your eyes
And the waves looked like they'd pour right out of them
I'll try hard, I'll try always, but it's a waste of time
It's a waste of time if I can't smile easily
Like in the beginning
In the beginning

[Chorus]
We could slip away
Wouldn't that be better?
Me with nothing to say
And you in your autumn sweater

[Chorus]
We could slip away
Wouldn't that be better?
Me with nothing to say
And you in your autumn sweater
[Outro]
You in your autumn sweater
You in your autumn sweater
You in your autumn sweater4Embed",0.135,0.845,0.021,-0.9685
missy elliott,the rain (supa dupa fly),1997,"The Rain (Supa Dupa Fly) Lyrics[Intro: Missy Elliott, Ann Peebles & Timbaland]
Run the track
Me, I'm supa fly
Supa-dupa fly, supa-dupa fly (I can't stand the rain)
Me, I'm supa fly (Against my window)
Supa-dupa fly, supa-dupa fly (I can't stand the rain)
Me, I'm supa fly (Against my window)
Supa-dupa fly, supa-dupa fly (I can't stand the rain)
Me, I'm supa fly (Against my window)

[Verse 1: Missy Elliott]
When the rain hits my window
I take and *inhale, cough* me some indo
Me and Timbaland, ooh, we sang a jangle
We so tight, that you get our styles tangled
Sway or do-si-do like you loco
""Can we get kinky tonight?"" like Coko, so-so
You don't wanna play with my Yo-Yo
I smoke my hydro on the D-low (D-D-D-D-D-low)
[Chorus: Ann Peebles]
I can't stand the rain
Against my window
I can't stand the rain
Against my window
I can't stand the rain
Against my window
I— I can't stand the rain
Against my window

[Verse 2: Missy Elliott]
Beep, beep, who got the keys to the Jeep?
Vroom
I'm driving to the beach
Top down, loud sounds, see my peeps
Give them pounds, now look who it be
It be me-me-me and Timothy
Look like it's 'bout to rain, what a shame
I got the Armor All to shine up the stain
Oh, Missy, try to maintain
Ficky-ficky-ficky-ficky-ficky-ficky-ficky
I can't stand the rain

[Chorus: Ann Peebles]
I can't stand the rain
Against my window
I— I can't stand the rain
Against my window
I can't stand the rain
Against my window
I can't stand the rain
[Verse 3: Missy Elliott & Ann Peebles]
I feel the wind
Five, six, seven, eight, nine, ten (Nine, ten)
Begin, I sit on hills like Lauryn
Until the rain starts coming down, pouring
Chill, I got my umbrella
My finger waves these days, they fall like Humpty
Chumpy, I break up with him before he dump me
To have me, yes, you lucky (I can't stand the rain)

[Outro: Ann Peebles]
Against my window
I can't stand the rain
Against my window
I— I can't stand the rain
Against my window
I can't stand the rain
Against my window
I can't stand the rain
I can't stand the rain
I can't stand the rain
I can't stand the rain
I can't stand the rain
Against my window
I can't stand the rain
Against my window
I— I can't stand the rain
Against my window
I can't stand the rain
Against my window
I can't stand the rain
I can't stand the rain
I can't stand the rain
I can't stand the rain6Embed",0.017,0.939,0.044,0.8866
